FIGHT_ID,EVENT_ID,FIGHT_NAME,FIGHT_WEIGHTCLASS,FIGHT_METHOD,ROUND,TIME,FIGHT_TIME_FORMAT,FIGHT_REFEREE,FIGHT_DETAILS,MINUTE,SECOND,EVENT_NAME,EVENT_DATE,EVENT_LOCATION,FIGHT_WINNER,LOCAL,VISITOR,GENDER,YearMonth
14093,1522,Stipe Miocic v Philip De Fries,heavyweight,kotko,1,43,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,0,43,UFC on FUEL TV: Sanchez vs Ellenberger,2012-02-15,"Omaha, Nebraska, USA",Stipe Miocic,Stipe Miocic,Philip De Fries,male,2012-02
14096,1522,Jonathan Brookins v Vagner Rocha,featherweight,kotko,1,92,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head On Ground,1,32,UFC on FUEL TV: Sanchez vs Ellenberger,2012-02-15,"Omaha, Nebraska, USA",Jonathan Brookins,Jonathan Brookins,Vagner Rocha,male,2012-02
14131,1526,Vitor Belfort v Anthony Johnson,middleweight,submission,1,289,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,4,49,UFC 142: Aldo vs Mendes,2012-01-14,"Rio de Janeiro, Brazil",Vitor Belfort,Vitor Belfort,Anthony Johnson,male,2012-01
14134,1526,Edson Barboza v Terry Etim,lightweight,kotko,3,122,3 Rnd (5-5-5),Dan Miragliotta,Kick to Head At Distance       Wheel Kick,2,2,UFC 142: Aldo vs Mendes,2012-01-14,"Rio de Janeiro, Brazil",Edson Barboza,Edson Barboza,Terry Etim,male,2012-01
14136,1526,Gabriel Gonzaga v Ednaldo Oliveira,heavyweight,submission,1,202,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,3,22,UFC 142: Aldo vs Mendes,2012-01-14,"Rio de Janeiro, Brazil",Gabriel Gonzaga,Gabriel Gonzaga,Ednaldo Oliveira,male,2012-01
14196,1532,Thiago Alves v Papy Abedi,welterweight,submission,1,212,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,3,32,UFC 138: Leben vs Munoz,2011-11-05,"Birmingham, England, United Kingdom",Thiago Alves,Thiago Alves,Papy Abedi,male,2011-11
14200,1532,Rob Broughton v Philip De Fries,heavyweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC 138: Leben vs Munoz,2011-11-05,"Birmingham, England, United Kingdom",Philip De Fries,Rob Broughton,Philip De Fries,male,2011-11
14203,1532,Chris Cariaso v Vaughan Lee,bantamweight,decisionsplit,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision - Split,5,0,UFC 138: Leben vs Munoz,2011-11-05,"Birmingham, England, United Kingdom",Chris Cariaso,Chris Cariaso,Vaughan Lee,male,2011-11
14216,1534,Jose Aldo v Kenny Florian,featherweight,decisionunanimous,5,300,5 Rnd (5-5-5-5-5),Dan Miragliotta,Decision,5,0,UFC 136: Edgar vs Maynard 3,2011-10-08,"Houston, Texas, USA",Jose Aldo,Jose Aldo,Kenny Florian,male,2011-10
14223,1534,Zhang Tiequan v Darren Elkins,featherweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC 136: Edgar vs Maynard 3,2011-10-08,"Houston, Texas, USA",Darren Elkins,Zhang Tiequan,Darren Elkins,male,2011-10
14227,1535,Pat Barry v Stefan Struve,heavyweight,submission,2,202,3 Rnd (5-5-5),Dan Miragliotta,Triangle Choke On Ground,3,22,UFC Live: Cruz vs Johnson,2011-10-01,"Washington, DC, USA",Stefan Struve,Pat Barry,Stefan Struve,male,2011-10
14231,1535,Michael Johnson v Paul Sass,lightweight,submission,1,180,3 Rnd (5-5-5),Dan Miragliotta,Heel Hook On Ground,3,0,UFC Live: Cruz vs Johnson,2011-10-01,"Washington, DC, USA",Paul Sass,Michael Johnson,Paul Sass,male,2011-10
14234,1535,Josh Neer v Keith Wisniewski,welterweight,tkodoctorsstoppage,2,300,3 Rnd (5-5-5),Dan Miragliotta,Facial Cut,5,0,UFC Live: Cruz vs Johnson,2011-10-01,"Washington, DC, USA",Josh Neer,Josh Neer,Keith Wisniewski,male,2011-10
14249,1537,Alan Belcher v Jason MacDonald,middleweight,kotko,1,228,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head On Ground       Submission to Strikes,3,48,UFC Fight Night: Shields vs Ellenberger,2011-09-17,"New Orleans, Louisiana, USA",Alan Belcher,Alan Belcher,Jason MacDonald,male,2011-09
14252,1537,Matthew Riddle v Lance Benoist,welterweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC Fight Night: Shields vs Ellenberger,2011-09-17,"New Orleans, Louisiana, USA",Lance Benoist,Matthew Riddle,Lance Benoist,male,2011-09
14255,1537,TJ Waldburger v Mike Stumpf,welterweight,submission,1,232,3 Rnd (5-5-5),Dan Miragliotta,Triangle Choke On Ground,3,52,UFC Fight Night: Shields vs Ellenberger,2011-09-17,"New Orleans, Louisiana, USA",TJ Waldburger,TJ Waldburger,Mike Stumpf,male,2011-09
14282,1540,Rashad Evans v Tito Ortiz,heavyweight,kotko,2,288,3 Rnd (5-5-5),Dan Miragliotta,Knee to Body On Ground,4,48,UFC 133: Evans vs Ortiz 2,2011-08-06,"Philadelphia, Pennsylvania, USA",Rashad Evans,Rashad Evans,Tito Ortiz,male,2011-08
14287,1540,Matt Hamill v Alexander Gustafsson,heavyweight,kotko,2,214,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Mount,3,34,UFC 133: Evans vs Ortiz 2,2011-08-06,"Philadelphia, Pennsylvania, USA",Alexander Gustafsson,Matt Hamill,Alexander Gustafsson,male,2011-08
14304,1542,Cheick Kongo v Pat Barry,heavyweight,kotko,1,159,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head In Clinch,2,39,UFC Live: Kongo vs Barry,2011-06-26,"Pittsburgh, Pennsylvania, USA",Cheick Kongo,Cheick Kongo,Pat Barry,male,2011-06
14306,1542,Matt Brown v John Howard,welterweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC Live: Kongo vs Barry,2011-06-26,"Pittsburgh, Pennsylvania, USA",Matt Brown,Matt Brown,John Howard,male,2011-06
14351,1546,Vladimir Matyushenko v Jason Brilz,heavyweight,kotko,1,20,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,0,20,UFC 129: St-Pierre vs Shields,2011-04-30,"Toronto, Ontario, Canada",Vladimir Matyushenko,Vladimir Matyushenko,Jason Brilz,male,2011-04
14355,1546,Daniel Roberts v Claude Patrick,welterweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC 129: St-Pierre vs Shields,2011-04-30,"Toronto, Ontario, Canada",Claude Patrick,Daniel Roberts,Claude Patrick,male,2011-04
14358,1546,John Makdessi v Kyle Watson,lightweight,kotko,3,87,3 Rnd (5-5-5),Dan Miragliotta,Spinning Back Fist Head,1,27,UFC 129: St-Pierre vs Shields,2011-04-30,"Toronto, Ontario, Canada",John Makdessi,John Makdessi,Kyle Watson,male,2011-04
14363,1547,Chan Sung Jung v Leonard Garcia,featherweight,submission,2,299,3 Rnd (5-5-5),Dan Miragliotta,Twister From Back Control,4,59,UFC Fight Night: Nogueira vs Davis,2011-03-26,"Seattle, Washington, USA",Chan Sung Jung,Chan Sung Jung,Leonard Garcia,male,2011-03
14370,1547,Mario Miranda v Aaron Simpson,middleweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC Fight Night: Nogueira vs Davis,2011-03-26,"Seattle, Washington, USA",Aaron Simpson,Mario Miranda,Aaron Simpson,male,2011-03
14375,1548,Dan Miller v Nate Marquardt,middleweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC 128: Shogun vs Jones,2011-03-19,"Newark, New Jersey, USA",Nate Marquardt,Dan Miller,Nate Marquardt,male,2011-03
14377,1548,Luiz Cane v Eliot Marshall,heavyweight,kotko,1,135,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head On Ground,2,15,UFC 128: Shogun vs Jones,2011-03-19,"Newark, New Jersey, USA",Luiz Cane,Luiz Cane,Eliot Marshall,male,2011-03
14419,1552,Matt Mitrione v Tim Hague,heavyweight,kotko,1,179,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,2,59,UFC Fight Night: Fight for the Troops 2,2011-01-22,"Killeen, Texas, USA",Matt Mitrione,Matt Mitrione,Tim Hague,male,2011-01
14422,1552,Cole Miller v Matt Wiman,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC Fight Night: Fight for the Troops 2,2011-01-22,"Killeen, Texas, USA",Matt Wiman,Cole Miller,Matt Wiman,male,2011-01
14426,1552,Waylon Lowe v Willamy Freire,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC Fight Night: Fight for the Troops 2,2011-01-22,"Killeen, Texas, USA",Waylon Lowe,Waylon Lowe,Willamy Freire,male,2011-01
14442,1554,Jim Miller v Charles Oliveira,lightweight,submission,1,119,3 Rnd (5-5-5),Dan Miragliotta,Kneebar On Ground,1,59,UFC 124: St-Pierre vs Koscheck 2,2010-12-11,"Montreal, Quebec, Canada",Jim Miller,Jim Miller,Charles Oliveira,male,2010-12
14443,1554,Joe Stevenson v Mac Danzig,lightweight,kotko,1,114,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,1,54,UFC 124: St-Pierre vs Koscheck 2,2010-12-11,"Montreal, Quebec, Canada",Mac Danzig,Joe Stevenson,Mac Danzig,male,2010-12
14447,1554,Jesse Bongfeldt v Rafael Natal,middleweight,decisionmajority,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC 124: St-Pierre vs Koscheck 2,2010-12-11,"Montreal, Quebec, Canada",Rafael Natal,Jesse Bongfeldt,Rafael Natal,male,2010-12
14463,1556,Matt Hughes v BJ Penn,welterweight,kotko,1,21,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,0,21,UFC 123: Rampage vs Machida,2010-11-20,"Auburn Hills, Michigan, USA",BJ Penn,Matt Hughes,BJ Penn,male,2010-11
14464,1556,Gerald Harris v Maiquel Falcao,middleweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC 123: Rampage vs Machida,2010-11-20,"Auburn Hills, Michigan, USA",Maiquel Falcao,Gerald Harris,Maiquel Falcao,male,2010-11
14469,1556,Karo Parisyan v Dennis Hallman,welterweight,kotko,1,107,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head On Ground,1,47,UFC 123: Rampage vs Machida,2010-11-20,"Auburn Hills, Michigan, USA",Dennis Hallman,Karo Parisyan,Dennis Hallman,male,2010-11
14471,1556,Paul Kelly v TJ O&#039;Brien,lightweight,kotko,2,196,3 Rnd (5-5-5),Dan Miragliotta,Elbows to Head From Crucifix,3,16,UFC 123: Rampage vs Machida,2010-11-20,"Auburn Hills, Michigan, USA",Paul Kelly,Paul Kelly,TJ O&#039;Brien,male,2010-11
14495,1559,Dan Hardy v Carlos Condit,welterweight,kotko,1,267,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,4,27,UFC 120: Bisping vs Akiyama,2010-10-16,"London, England, United Kingdom",Carlos Condit,Dan Hardy,Carlos Condit,male,2010-10
14498,1559,James Wilks v Claude Patrick,welterweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC 120: Bisping vs Akiyama,2010-10-16,"London, England, United Kingdom",Claude Patrick,James Wilks,Claude Patrick,male,2010-10
14501,1559,Paul Sass v Mark Holst,lightweight,submission,1,285,3 Rnd (5-5-5),Dan Miragliotta,Triangle Choke From Bottom Guard,4,45,UFC 120: Bisping vs Akiyama,2010-10-16,"London, England, United Kingdom",Paul Sass,Paul Sass,Mark Holst,male,2010-10
14600,1569,Josh Koscheck v Paul Daley,welterweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC 113: Machida vs Shogun 2,2010-05-08,"Montreal, Quebec, Canada",Josh Koscheck,Josh Koscheck,Paul Daley,male,2010-05
14602,1569,Kevin Ferguson v Matt Mitrione,heavyweight,kotko,2,264,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Mount,4,24,UFC 113: Machida vs Shogun 2,2010-05-08,"Montreal, Quebec, Canada",Matt Mitrione,Kevin Ferguson,Matt Mitrione,male,2010-05
14609,1569,Jason MacDonald v John Salter,middleweight,kotko,1,162,3 Rnd (5-5-5),Dan Miragliotta,to           Leg Injury,2,42,UFC 113: Machida vs Shogun 2,2010-05-08,"Montreal, Quebec, Canada",John Salter,Jason MacDonald,John Salter,male,2010-05
14610,1570,Anderson Silva v Demian Maia,middleweight,decisionunanimous,5,300,5 Rnd (5-5-5-5-5),Dan Miragliotta,Decision,5,0,UFC 112: Invincible,2010-04-10,"Abu Dhabi, United Arab Emirates",Anderson Silva,Anderson Silva,Demian Maia,male,2010-04
14615,1570,Alexander Gustafsson v Phil Davis,heavyweight,submission,1,295,3 Rnd (5-5-5),Dan Miragliotta,Anaconda Choke From Front Headlock,4,55,UFC 112: Invincible,2010-04-10,"Abu Dhabi, United Arab Emirates",Phil Davis,Alexander Gustafsson,Phil Davis,male,2010-04
14617,1570,DaMarques Johnson v Brad Blackburn,welterweight,kotko,3,128,3 Rnd (5-5-5),Dan Miragliotta,Kick to Body At Distance,2,8,UFC 112: Invincible,2010-04-10,"Abu Dhabi, United Arab Emirates",DaMarques Johnson,DaMarques Johnson,Brad Blackburn,male,2010-04
14621,1571,Roy Nelson v Stefan Struve,heavyweight,kotko,1,39,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,0,39,UFC Fight Night: Florian vs Gomi,2010-03-31,"Charlotte, North Carolina, USA",Roy Nelson,Roy Nelson,Stefan Struve,male,2010-03
14623,1571,Ross Pearson v Dennis Siver,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC Fight Night: Florian vs Gomi,2010-03-31,"Charlotte, North Carolina, USA",Ross Pearson,Ross Pearson,Dennis Siver,male,2010-03
14632,1572,Frank Mir v Shane Carwin,heavyweight,kotko,1,228,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punches to Head On Ground,3,48,UFC 111: St-Pierre vs Hardy,2010-03-27,"Newark, New Jersey, USA",Shane Carwin,Frank Mir,Shane Carwin,male,2010-03
14634,1572,Ben Saunders v Jon Fitch,welterweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC 111: St-Pierre vs Hardy,2010-03-27,"Newark, New Jersey, USA",Jon Fitch,Ben Saunders,Jon Fitch,male,2010-03
14637,1572,Ricardo Almeida v Matt Brown,welterweight,submission,2,210,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,3,30,UFC 111: St-Pierre vs Hardy,2010-03-27,"Newark, New Jersey, USA",Ricardo Almeida,Ricardo Almeida,Matt Brown,male,2010-03
14673,1576,Evan Dunham v Efrain Escudero,lightweight,submission,3,119,3 Rnd (5-5-5),Dan Miragliotta,Armbar From Back Control,1,59,UFC Fight Night: Maynard vs Diaz,2010-01-11,"Fairfax, Virginia, USA",Evan Dunham,Evan Dunham,Efrain Escudero,male,2010-01
14676,1576,Chris Leben v Jay Silva,middleweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC Fight Night: Maynard vs Diaz,2010-01-11,"Fairfax, Virginia, USA",Chris Leben,Chris Leben,Jay Silva,male,2010-01
14679,1576,Rory MacDonald v Mike Guymon,welterweight,submission,1,267,3 Rnd (5-5-5),Dan Miragliotta,Armbar From Side Control,4,27,UFC Fight Night: Maynard vs Diaz,2010-01-11,"Fairfax, Virginia, USA",Rory MacDonald,Rory MacDonald,Mike Guymon,male,2010-01
14697,1578,Stefan Struve v Paul Buentello,heavyweight,decisionmajority,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC 107: Penn vs Sanchez,2009-12-12,"Memphis, Tennessee, USA",Stefan Struve,Stefan Struve,Paul Buentello,male,2009-12
14700,1578,Johny Hendricks v Ricardo Funch,welterweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC 107: Penn vs Sanchez,2009-12-12,"Memphis, Tennessee, USA",Johny Hendricks,Johny Hendricks,Ricardo Funch,male,2009-12
14726,1581,Michael Bisping v Denis Kang,middleweight,kotko,2,264,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head On Ground,4,24,UFC 105: Couture vs Vera,2009-11-14,"Manchester, England, United Kingdom",Michael Bisping,Michael Bisping,Denis Kang,male,2009-11
14730,1581,Terry Etim v Shannon Gugerty,lightweight,submission,2,84,3 Rnd (5-5-5),Dan Miragliotta,Guillotine Choke After Drop to Guard,1,24,UFC 105: Couture vs Vera,2009-11-14,"Manchester, England, United Kingdom",Terry Etim,Terry Etim,Shannon Gugerty,male,2009-11
14732,1581,Dennis Siver v Paul Kelly,lightweight,kotko,2,173,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head In Clinch,2,53,UFC 105: Couture vs Vera,2009-11-14,"Manchester, England, United Kingdom",Dennis Siver,Dennis Siver,Paul Kelly,male,2009-11
14747,1583,Junior Dos Santos v Mirko Filipovic,heavyweight,kotko,3,120,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head At Distance       Submission - Eye Injury,2,0,UFC 103: Franklin vs Belfort,2009-09-19,"Dallas, Texas, USA",Junior Dos Santos,Junior Dos Santos,Mirko Filipovic,male,2009-09
14750,1583,Tyson Griffin v Hermes Franca,lightweight,kotko,2,206,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,3,26,UFC 103: Franklin vs Belfort,2009-09-19,"Dallas, Texas, USA",Tyson Griffin,Tyson Griffin,Hermes Franca,male,2009-09
14755,1583,Rick Story v Brian Foster,welterweight,submission,2,69,3 Rnd (5-5-5),Dan Miragliotta,Arm Triangle From Half Guard,1,9,UFC 103: Franklin vs Belfort,2009-09-19,"Dallas, Texas, USA",Rick Story,Rick Story,Brian Foster,male,2009-09
14760,1584,Gray Maynard v Roger Huerta,lightweight,decisionsplit,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision - Split,5,0,UFC Fight Night: Diaz vs Guillard,2009-09-16,"Oklahoma City, Oklahoma, USA",Gray Maynard,Gray Maynard,Roger Huerta,male,2009-09
14764,1584,Mike Pyle v Chris Wilson,welterweight,submission,3,135,3 Rnd (5-5-5),Dan Miragliotta,Guillotine Choke From Bottom Half Guard,2,15,UFC Fight Night: Diaz vs Guillard,2009-09-16,"Oklahoma City, Oklahoma, USA",Mike Pyle,Mike Pyle,Chris Wilson,male,2009-09
14780,1586,BJ Penn v Kenny Florian,lightweight,submission,4,234,5 Rnd (5-5-5-5-5),Dan Miragliotta,Rear Naked Choke,3,54,UFC 101: Declaration,2009-08-08,"Philadelphia, Pennsylvania, USA",BJ Penn,BJ Penn,Kenny Florian,male,2009-08
14783,1586,Johny Hendricks v Amir Sadollah,welterweight,kotko,1,29,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head On Ground,0,29,UFC 101: Declaration,2009-08-08,"Philadelphia, Pennsylvania, USA",Johny Hendricks,Johny Hendricks,Amir Sadollah,male,2009-08
14785,1586,Kurt Pellegrino v Josh Neer,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC 101: Declaration,2009-08-08,"Philadelphia, Pennsylvania, USA",Kurt Pellegrino,Kurt Pellegrino,Josh Neer,male,2009-08
14813,1589,Cain Velasquez v Cheick Kongo,heavyweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC 99: The Comeback,2009-06-13,"Cologne, North Rhine-Westphalia, Germany",Cain Velasquez,Cain Velasquez,Cheick Kongo,male,2009-06
14814,1589,Mirko Filipovic v Mostapha Al-Turk,heavyweight,kotko,1,186,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head At Distance,3,6,UFC 99: The Comeback,2009-06-13,"Cologne, North Rhine-Westphalia, Germany",Mirko Filipovic,Mirko Filipovic,Mostapha Al-Turk,male,2009-06
14822,1589,Stefan Struve v Denis Stojnic,heavyweight,submission,2,157,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,2,37,UFC 99: The Comeback,2009-06-13,"Cologne, North Rhine-Westphalia, Germany",Stefan Struve,Stefan Struve,Denis Stojnic,male,2009-06
14836,1591,Sam Stout v Matt Wiman,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC 97: Redemption,2009-04-18,"Montreal, Quebec, Canada",Sam Stout,Sam Stout,Matt Wiman,male,2009-04
14838,1591,Krzysztof Soszynski v Brian Stann,heavyweight,submission,1,233,3 Rnd (5-5-5),Dan Miragliotta,Kimura From Side Control,3,53,UFC 97: Redemption,2009-04-18,"Montreal, Quebec, Canada",Krzysztof Soszynski,Krzysztof Soszynski,Brian Stann,male,2009-04
14844,1591,Mark Bocek v David Bielkheden,lightweight,submission,1,297,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,4,57,UFC 97: Redemption,2009-04-18,"Montreal, Quebec, Canada",Mark Bocek,Mark Bocek,David Bielkheden,male,2009-04
14848,1592,Ryan Bader v Carmelo Marrero,heavyweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC Fight Night: Condit vs Kampmann,2009-04-01,"Nashville, Tennessee, USA",Ryan Bader,Ryan Bader,Carmelo Marrero,male,2009-04
14852,1592,Ricardo Almeida v Matt Horwich,middleweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC Fight Night: Condit vs Kampmann,2009-04-01,"Nashville, Tennessee, USA",Ricardo Almeida,Ricardo Almeida,Matt Horwich,male,2009-04
14855,1592,Jorge Rivera v Nissen Osterneck,middleweight,decisionsplit,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision - Split,5,0,UFC Fight Night: Condit vs Kampmann,2009-04-01,"Nashville, Tennessee, USA",Jorge Rivera,Jorge Rivera,Nissen Osterneck,male,2009-04
14859,1593,Shane Carwin v Gabriel Gonzaga,heavyweight,kotko,1,69,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,1,9,UFC 96: Jackson vs Jardine,2009-03-07,"Columbus, Ohio, USA",Shane Carwin,Shane Carwin,Gabriel Gonzaga,male,2009-03
14861,1593,Matt Hamill v Mark Munoz,heavyweight,kotko,1,233,3 Rnd (5-5-5),Dan Miragliotta,Kick to Head At Distance,3,53,UFC 96: Jackson vs Jardine,2009-03-07,"Columbus, Ohio, USA",Matt Hamill,Matt Hamill,Mark Munoz,male,2009-03
14862,1593,Gray Maynard v Jim Miller,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC 96: Jackson vs Jardine,2009-03-07,"Columbus, Ohio, USA",Gray Maynard,Gray Maynard,Jim Miller,male,2009-03
14865,1593,Jason Brilz v Tim Boetsch,heavyweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC 96: Jackson vs Jardine,2009-03-07,"Columbus, Ohio, USA",Jason Brilz,Jason Brilz,Tim Boetsch,male,2009-03
14868,1594,Diego Sanchez v Joe Stevenson,lightweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC 95: Sanchez vs Stevenson,2009-02-21,"London, England, United Kingdom",Diego Sanchez,Diego Sanchez,Joe Stevenson,male,2009-02
14871,1594,Demian Maia v Chael Sonnen,middleweight,submission,1,157,3 Rnd (5-5-5),Dan Miragliotta,Triangle Choke From Bottom Guard,2,37,UFC 95: Sanchez vs Stevenson,2009-02-21,"London, England, United Kingdom",Demian Maia,Demian Maia,Chael Sonnen,male,2009-02
14874,1594,Junior Dos Santos v Stefan Struve,heavyweight,kotko,1,54,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head At Distance,0,54,UFC 95: Sanchez vs Stevenson,2009-02-21,"London, England, United Kingdom",Junior Dos Santos,Junior Dos Santos,Stefan Struve,male,2009-02
14898,1597,Dan Henderson v Rich Franklin,heavyweight,decisionsplit,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision - Split,5,0,UFC 93: Franklin vs Henderson,2009-01-17,"Dublin, Leinster, Ireland",Dan Henderson,Dan Henderson,Rich Franklin,male,2009-01
14901,1597,Alan Belcher v Denis Kang,middleweight,submission,2,276,3 Rnd (5-5-5),Dan Miragliotta,Guillotine Choke After Drop to Guard,4,36,UFC 93: Franklin vs Henderson,2009-01-17,"Dublin, Leinster, Ireland",Alan Belcher,Alan Belcher,Denis Kang,male,2009-01
14905,1597,Eric Schafer v Antonio Mendes,heavyweight,kotko,1,215,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Mount,3,35,UFC 93: Franklin vs Henderson,2009-01-17,"Dublin, Leinster, Ireland",Eric Schafer,Eric Schafer,Antonio Mendes,male,2009-01
14929,1600,Mike Swick v Jonathan Goulet,welterweight,kotko,1,33,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,0,33,UFC Fight Night - Fight for the Troops,2008-12-10,"Fayetteville, North Carolina, USA",Mike Swick,Mike Swick,Jonathan Goulet,male,2008-12
14931,1600,Tim Credeur v Nate Loughran,middleweight,kotko,2,300,3 Rnd (5-5-5),Dan Miragliotta,to           Rib Injury,5,0,UFC Fight Night - Fight for the Troops,2008-12-10,"Fayetteville, North Carolina, USA",Tim Credeur,Tim Credeur,Nate Loughran,male,2008-12
14937,1600,Justin McCully v Eddie Sanchez,heavyweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC Fight Night - Fight for the Troops,2008-12-10,"Fayetteville, North Carolina, USA",Justin McCully,Justin McCully,Eddie Sanchez,male,2008-12
14957,1603,Michael Bisping v Chris Leben,middleweight,decisionunanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision,5,0,UFC 89: Bisping vs Leben,2008-10-18,"Birmingham, England, United Kingdom",Michael Bisping,Michael Bisping,Chris Leben,male,2008-10
14962,1603,Dan Hardy v Akihiro Gono,welterweight,decisionsplit,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision - Split,5,0,UFC 89: Bisping vs Leben,2008-10-18,"Birmingham, England, United Kingdom",Dan Hardy,Dan Hardy,Akihiro Gono,male,2008-10
14963,1603,Shane Carwin v Neil Wain,heavyweight,kotko,1,91,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Mount,1,31,UFC 89: Bisping vs Leben,2008-10-18,"Birmingham, England, United Kingdom",Shane Carwin,Shane Carwin,Neil Wain,male,2008-10
14970,1604,Alan Belcher v Ed Herman,middleweight,decisionsplit,3,300,3 Rnd (5-5-5),Dan Miragliotta,Decision - Split,5,0,UFC Fight Night: Diaz vs Neer,2008-09-17,"Omaha, Nebraska, USA",Alan Belcher,Alan Belcher,Ed Herman,male,2008-09
14973,1604,Wilson Gouveia v Ryan Jensen,middleweight,submission,2,124,3 Rnd (5-5-5),Dan Miragliotta,Armbar From Inoki-Ali Position,2,4,UFC Fight Night: Diaz vs Neer,2008-09-17,"Omaha, Nebraska, USA",Wilson Gouveia,Wilson Gouveia,Ryan Jensen,male,2008-09
